"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"371",29,4,20,6,5,7,12,"ambiguous","clear_in","clear_ex","none"
"372",30,19,96,9,8,8,12,"clear_in","clear_in","clear_ex","clear_in"
"373",0,5,74,6,68,14,13,"ambiguous","clear_in","clear_in","none"
"374",1,26,98,38,80,65,13,"ambiguous","ambiguous","clear_in","clear_in"
"375",2,21,50,58,77,21,13,"clear_ex","clear_in","clear_in","clear_in"
"376",3,18,22,84,100,59,13,"clear_in","clear_ex","clear_ex","clear_in"
"377",4,31,52,94,98,86,13,"clear_in","clear_in","ambiguous","clear_ex"
"378",5,28,51,20,27,3,13,"clear_in","clear_ex","ambiguous","clear_ex"
"379",6,3,95,47,78,23,13,"none","clear_in","ambiguous","clear_in"
"380",7,2,29,70,58,61,13,"clear_ex","ambiguous","clear_in","none"
"381",8,8,78,73,77,61,13,"clear_in","clear_ex","clear_in","clear_ex"
"382",9,23,44,71,74,55,13,"clear_ex","clear_ex","clear_in","clear_in"
"383",10,27,96,89,94,97,13,"clear_in","clear_in","clear_ex","clear_in"
"384",11,20,30,62,45,29,13,"clear_ex","clear_in","none","none"
"385",12,24,10,38,24,11,13,"clear_in","clear_ex","ambiguous","none"
"386",13,15,36,73,46,62,13,"clear_in","none","none","none"
"387",14,12,71,72,55,68,13,"clear_in","clear_in","ambiguous","none"
"388",15,13,98,95,96,94,13,"clear_in","clear_in","clear_in","none"
"389",16,19,95,89,78,85,13,"clear_in","ambiguous","none","none"
"390",17,17,45,40,49,37,13,"clear_in","clear_ex","none","none"
"391",18,7,47,37,60,60,13,"clear_in","none","clear_ex","clear_in"
"392",19,1,59,71,83,86,13,"clear_in","none","ambiguous","none"
"393",20,9,53,67,75,71,13,"none","ambiguous","clear_in","clear_in"
"394",21,10,39,47,47,49,13,"clear_ex","none","clear_in","none"
"395",22,16,20,16,71,6,13,"clear_in","ambiguous","clear_ex","clear_ex"
"396",23,22,42,55,79,28,13,"ambiguous","clear_in","clear_ex","clear_ex"
"397",24,4,38,17,26,24,13,"clear_in","none","none","clear_in"
"398",25,6,38,22,59,68,13,"clear_ex","clear_in","none","clear_in"
"399",26,29,56,67,87,57,13,"clear_in","ambiguous","clear_in","clear_ex"
"400",27,25,31,29,53,87,13,"clear_in","none","none","clear_ex"
"401",28,14,37,53,39,24,13,"clear_in","none","clear_ex","none"
"402",29,30,93,82,79,61,13,"clear_in","clear_in","clear_in","clear_in"
"403",30,11,49,37,81,51,13,"ambiguous","clear_in","ambiguous","none"
"404",0,23,9,1,79,66,14,"clear_in","clear_ex","ambiguous","none"
"405",1,7,67,52,85,73,14,"none","none","clear_in","none"
"406",2,15,89,76,86,73,14,"clear_in","none","clear_in","clear_ex"
"407",3,29,98,85,98,92,14,"clear_in","clear_ex","clear_ex","clear_in"
"408",4,14,98,85,87,69,14,"clear_in","ambiguous","clear_in","none"
"409",5,9,86,81,87,72,14,"clear_in","none","none","none"
"410",6,1,98,95,97,92,14,"clear_in","clear_in","none","clear_in"
"411",7,27,72,93,96,75,14,"ambiguous","clear_in","clear_ex","clear_in"
"412",8,21,44,85,91,72,14,"clear_in","clear_ex","ambiguous","clear_in"
"413",9,4,16,17,61,59,14,"clear_in","ambiguous","clear_ex","clear_ex"
"414",10,10,93,42,81,54,14,"clear_in","clear_in","clear_ex","clear_ex"
"415",11,2,98,23,96,59,14,"clear_in","clear_in","clear_in","clear_in"
"416",12,3,39,25,83,26,14,"none","clear_in","clear_ex","clear_in"
"417",13,30,81,28,97,22,14,"clear_in","none","ambiguous","none"
"418",14,31,100,70,80,73,14,"clear_in","clear_in","none","none"
"419",15,26,59,70,84,43,14,"clear_in","ambiguous","clear_ex","none"
"420",16,12,5,11,85,48,14,"clear_ex","none","clear_in","none"
"421",17,6,96,49,88,58,14,"clear_in","clear_in","clear_in","clear_ex"
"422",18,25,73,55,74,36,14,"clear_ex","none","clear_in","clear_in"
"423",19,16,30,24,72,58,14,"clear_in","ambiguous","none","none"
"424",20,24,98,70,98,69,14,"clear_in","clear_in","clear_ex","none"
"425",21,20,17,38,90,27,14,"clear_in","ambiguous","none","clear_ex"
"426",22,13,85,44,72,33,14,"clear_ex","clear_ex","clear_in","clear_in"
"427",23,11,51,31,65,23,14,"ambiguous","clear_ex","clear_in","clear_ex"
"428",24,19,75,47,94,74,14,"clear_ex","clear_in","clear_in","clear_in"
"429",25,8,84,71,98,74,14,"clear_in","clear_ex","none","none"
"430",26,18,91,37,92,50,14,"clear_in","clear_in","ambiguous","clear_ex"
"431",27,5,65,12,93,28,14,"ambiguous","clear_in","clear_ex","clear_ex"
"432",28,28,15,31,84,21,14,"ambiguous","clear_in","ambiguous","clear_ex"
"433",29,22,99,68,97,78,14,"clear_in","ambiguous","ambiguous","none"
"434",30,17,98,88,99,82,14,"none","clear_in","clear_in","clear_ex"
"435",0,1,100,99,97,98,15,"clear_in","clear_in","ambiguous","clear_ex"
"436",1,16,17,14,47,11,15,"clear_ex","ambiguous","clear_in","none"
"437",2,29,84,26,60,60,15,"clear_in","clear_in","clear_ex","none"
"438",3,15,30,59,96,47,15,"clear_ex","none","clear_in","clear_in"
"439",4,30,99,9,51,13,15,"clear_in","ambiguous","clear_in","clear_ex"
"440",5,17,79,87,97,91,15,"clear_in","clear_ex","ambiguous","none"
"441",6,21,18,71,98,59,15,"ambiguous","clear_ex","clear_in","none"
"442",7,10,75,61,91,47,15,"none","clear_ex","clear_in","clear_in"
"443",8,12,64,66,75,46,15,"clear_in","clear_ex","none","none"
"444",9,18,97,22,80,20,15,"clear_in","clear_in","clear_in","none"
"445",10,19,80,26,64,25,15,"none","clear_in","clear_ex","clear_in"
"446",11,14,56,45,80,45,15,"clear_in","ambiguous","ambiguous","clear_ex"
"447",12,8,85,57,98,42,15,"none","ambiguous","clear_in","clear_ex"
"448",13,31,99,99,99,98,15,"none","clear_in","ambiguous","none"
"449",14,4,83,57,67,49,15,"none","clear_in","ambiguous","clear_in"
"450",15,20,75,41,98,23,15,"clear_ex","clear_in","clear_in","clear_in"
"451",16,6,98,73,99,57,15,"clear_in","clear_in","clear_in","clear_ex"
"452",17,26,98,0,50,4,15,"ambiguous","ambiguous","clear_in","none"
"453",18,2,91,48,99,41,15,"none","ambiguous","clear_in","clear_in"
"454",19,27,98,97,98,85,15,"clear_in","clear_in","none","clear_ex"
"455",20,24,100,55,86,45,15,"none","clear_in","clear_in","clear_ex"
"456",21,22,99,52,71,31,15,"none","clear_in","ambiguous","clear_ex"
"457",22,28,98,56,63,35,15,"none","clear_in","none","clear_in"
"458",23,9,98,72,98,53,15,"none","clear_in","clear_in","clear_in"
"459",24,5,47,42,78,33,15,"clear_ex","clear_ex","clear_in","clear_in"
"460",25,7,98,70,62,44,15,"clear_in","none","none","clear_in"
"461",26,11,83,50,72,34,15,"ambiguous","clear_in","clear_in","clear_ex"
"462",27,3,99,48,96,39,15,"clear_in","ambiguous","clear_in","none"
"463",28,25,71,65,98,58,15,"clear_in","clear_ex","clear_in","clear_in"
"464",29,13,79,60,100,68,15,"clear_in","clear_ex","ambiguous","clear_ex"
"465",30,23,36,52,95,50,15,"clear_ex","clear_in","ambiguous","clear_ex"
"466",0,9,47,67,85,62,16,"clear_in","none","ambiguous","clear_ex"
"467",1,10,83,29,90,21,16,"clear_in","none","ambiguous","none"
"468",2,18,86,1,100,3,16,"clear_ex","ambiguous","clear_in","clear_in"
"469",3,15,44,100,100,50,16,"clear_in","ambiguous","clear_ex","clear_ex"
"470",4,16,20,26,88,38,16,"clear_in","ambiguous","none","clear_ex"
"471",5,23,59,100,90,71,16,"clear_in","clear_in","clear_ex","clear_ex"
"472",6,25,50,92,100,95,16,"ambiguous","ambiguous","clear_in","clear_in"
"473",7,6,61,2,90,53,16,"clear_in","none","ambiguous","clear_in"
"474",8,17,100,61,98,78,16,"clear_in","ambiguous","clear_in","clear_in"
"475",9,26,83,18,82,36,16,"ambiguous","ambiguous","clear_in","none"
"476",10,21,61,19,79,39,16,"clear_in","none","none","clear_ex"
"477",11,5,63,1,52,3,16,"clear_in","ambiguous","clear_in","none"
"478",12,4,12,0,27,0,16,"ambiguous","ambiguous","clear_in","clear_ex"
"479",13,30,80,100,100,65,16,"clear_in","none","clear_in","clear_in"
"480",14,8,14,24,36,13,16,"none","clear_ex","clear_in","clear_in"
"481",15,20,65,0,50,0,16,"ambiguous","clear_in","ambiguous","clear_ex"
"482",16,24,100,5,86,10,16,"none","clear_in","ambiguous","clear_in"
"483",17,28,49,80,80,42,16,"clear_ex","clear_in","none","none"
"484",18,19,34,24,61,24,16,"clear_ex","clear_in","ambiguous","none"
"485",19,11,64,53,100,29,16,"clear_in","none","clear_ex","none"
"486",20,7,25,7,23,4,16,"ambiguous","none","clear_in","clear_ex"
"487",21,3,15,0,100,10,16,"none","clear_ex","clear_in","none"
"488",22,29,85,24,85,6,16,"clear_in","clear_in","clear_in","clear_ex"
"489",23,22,44,69,58,78,16,"none","ambiguous","clear_in","clear_ex"
"490",24,1,80,100,100,77,16,"clear_in","ambiguous","ambiguous","clear_ex"
"491",25,27,32,86,100,84,16,"ambiguous","clear_in","clear_ex","clear_ex"
"492",26,12,43,20,56,8,16,"clear_in","none","none","none"
"493",27,31,93,87,89,83,16,"clear_in","clear_in","clear_in","clear_in"
"494",28,13,100,68,100,49,16,"ambiguous","clear_in","none","clear_ex"
"495",29,14,60,36,60,36,16,"none","clear_in","clear_ex","clear_in"
"496",30,2,5,18,74,9,16,"clear_in","clear_ex","clear_in","none"
"497",0,25,50,10,86,11,17,"none","clear_in","ambiguous","clear_ex"
"498",1,21,79,87,94,44,17,"ambiguous","none","clear_in","clear_in"
"499",2,27,12,22,50,31,17,"ambiguous","clear_ex","clear_in","clear_in"
"500",3,26,66,8,15,6,17,"ambiguous","none","clear_in","none"
"501",4,19,90,29,53,15,17,"clear_in","clear_in","clear_ex","clear_in"
"502",5,31,94,56,93,66,17,"clear_in","ambiguous","clear_in","none"
"503",6,11,58,32,56,18,17,"ambiguous","clear_ex","clear_in","none"
"504",7,1,98,52,97,62,17,"clear_ex","clear_in","clear_in","none"
"505",8,15,17,28,77,16,17,"clear_ex","ambiguous","clear_in","clear_ex"
"506",9,20,12,23,63,18,17,"none","none","clear_in","clear_in"
"507",10,9,12,18,50,14,17,"ambiguous","clear_in","ambiguous","none"
"508",11,29,60,50,79,42,17,"none","clear_in","none","none"
"509",12,28,97,93,96,57,17,"clear_in","none","clear_in","none"
"510",13,8,95,17,23,13,17,"clear_in","none","none","none"
"511",14,24,17,17,50,16,17,"ambiguous","clear_ex","clear_in","clear_ex"
"512",15,17,46,97,92,78,17,"clear_ex","clear_in","ambiguous","none"
"513",16,23,34,87,89,69,17,"none","none","clear_in","clear_ex"
"514",17,3,20,16,47,5,17,"clear_in","ambiguous","ambiguous","clear_ex"
"515",18,4,4,5,37,9,17,"ambiguous","clear_in","clear_ex","clear_in"
"516",19,10,88,12,45,8,17,"ambiguous","ambiguous","clear_in","clear_in"
"517",20,13,97,86,85,65,17,"clear_in","clear_in","clear_ex","none"
"518",21,5,8,34,59,14,17,"clear_ex","ambiguous","clear_in","clear_in"
"519",22,6,58,2,22,8,17,"clear_in","ambiguous","clear_ex","clear_ex"
"520",23,14,32,10,37,11,17,"none","clear_ex","clear_in","none"
"521",24,16,30,43,50,20,17,"clear_in","ambiguous","none","clear_in"
"522",25,12,98,47,79,37,17,"none","clear_in","clear_in","clear_ex"
"523",26,30,52,18,47,19,17,"clear_in","none","ambiguous","none"
"524",27,18,38,51,74,40,17,"clear_in","clear_ex","clear_ex","clear_in"
"525",28,22,98,50,82,40,17,"clear_in","none","clear_in","clear_in"
"526",29,7,93,18,49,16,17,"none","clear_in","clear_in","clear_in"
"527",30,2,78,18,49,18,17,"clear_in","clear_ex","clear_in","clear_in"
"528",0,26,86,2,92,1,18,"ambiguous","none","clear_in","clear_in"
"529",1,7,98,1,99,1,18,"clear_in","none","none","none"
"530",2,19,57,0,99,1,18,"clear_ex","clear_in","clear_in","none"
"531",3,9,61,2,99,1,18,"none","clear_in","none","none"
"532",4,22,100,29,98,5,18,"clear_in","ambiguous","none","clear_in"
"533",5,1,60,2,89,0,18,"ambiguous","clear_in","clear_ex","clear_in"
"534",6,30,97,53,98,14,18,"clear_in","none","clear_in","clear_ex"
"535",7,18,72,47,98,2,18,"clear_in","none","none","clear_in"
"536",8,23,98,35,98,0,18,"clear_in","clear_in","clear_ex","clear_in"
"537",9,31,99,79,99,2,18,"none","clear_in","none","clear_in"
"538",10,27,68,76,98,3,18,"clear_ex","clear_in","none","clear_in"
"539",11,24,93,13,99,2,18,"clear_in","clear_ex","clear_in","none"
"540",12,3,99,19,99,2,18,"clear_in","clear_in","none","clear_ex"
"541",13,17,100,60,98,7,18,"clear_in","clear_in","clear_ex","none"
"542",14,29,64,13,100,2,18,"clear_ex","ambiguous","clear_in","clear_ex"
"543",15,8,99,1,92,1,18,"clear_in","ambiguous","none","clear_ex"
"544",16,13,98,61,100,5,18,"clear_in","clear_ex","clear_in","clear_ex"
"545",17,11,100,41,100,2,18,"ambiguous","clear_in","clear_in","none"
"546",18,4,99,0,100,1,18,"clear_in","none","clear_in","none"
"547",19,28,84,2,91,2,18,"none","none","clear_in","none"
"548",20,16,99,27,99,1,18,"clear_in","clear_in","clear_in","clear_ex"
"549",21,20,73,3,92,0,18,"none","clear_in","clear_in","clear_in"
"550",22,15,92,18,100,0,18,"none","none","clear_in","clear_in"
"551",23,10,95,36,99,3,18,"clear_in","clear_ex","none","clear_in"
"552",24,12,85,23,97,2,18,"none","clear_in","ambiguous","none"
"553",25,6,54,8,86,2,18,"clear_ex","clear_in","clear_ex","clear_in"
"554",26,2,98,67,99,7,18,"clear_in","ambiguous","ambiguous","clear_ex"
"555",27,21,71,0,87,2,18,"ambiguous","clear_in","none","none"
"556",28,14,100,2,98,2,18,"ambiguous","clear_in","ambiguous","clear_in"
"557",29,5,98,2,100,2,18,"clear_in","clear_ex","ambiguous","clear_ex"
"558",30,25,100,2,100,1,18,"none","clear_in","none","clear_ex"
"559",0,12,11,6,83,53,19,"ambiguous","clear_ex","clear_in","none"
"560",1,21,93,14,68,58,19,"clear_in","clear_in","clear_ex","clear_ex"
"561",2,5,26,52,87,69,19,"none","ambiguous","clear_in","clear_in"
"562",3,4,20,19,84,50,19,"ambiguous","none","clear_in","clear_ex"
"563",4,13,80,77,67,62,19,"clear_in","clear_ex","ambiguous","clear_ex"
"564",5,8,8,46,59,53,19,"ambiguous","clear_in","none","none"
"565",6,17,88,86,81,54,19,"clear_ex","clear_in","clear_in","clear_ex"
"566",7,14,35,44,0,51,19,"clear_ex","clear_in","none","clear_in"
"567",8,27,52,51,88,50,19,"ambiguous","none","clear_in","clear_in"
"568",9,30,9,8,54,40,19,"none","clear_in","none","none"
"569",10,3,18,54,56,47,19,"none","none","clear_in","none"
"570",11,23,80,65,62,52,19,"clear_in","clear_ex","none","clear_in"
"571",12,16,42,55,58,57,19,"clear_in","none","clear_in","none"
"572",13,6,9,57,55,56,19,"clear_in","ambiguous","clear_ex","none"
"573",14,28,22,49,57,51,19,"none","clear_in","ambiguous","none"
"574",15,15,55,47,51,49,19,"clear_in","none","clear_ex","clear_in"
"575",16,22,74,53,58,50,19,"ambiguous","ambiguous","clear_in","none"
"576",17,18,30,53,56,52,19,"clear_in","none","ambiguous","clear_in"
"577",18,25,48,53,55,59,19,"none","clear_in","ambiguous","clear_ex"
"578",19,31,13,27,56,52,19,"none","clear_ex","clear_in","clear_in"
"579",20,24,18,49,52,56,19,"clear_in","ambiguous","clear_ex","clear_ex"
"580",21,9,6,47,47,52,19,"clear_ex","clear_in","ambiguous","none"
"581",22,20,36,54,26,50,19,"ambiguous","clear_in","ambiguous","none"
"582",23,2,32,19,34,47,19,"clear_in","clear_ex","ambiguous","none"
"583",24,11,25,46,55,52,19,"ambiguous","clear_in","none","clear_in"
"584",25,19,75,57,58,53,19,"clear_in","ambiguous","none","clear_ex"
"585",26,29,61,51,57,50,19,"clear_in","clear_in","none","clear_in"
"586",27,26,78,49,57,62,19,"ambiguous","clear_in","ambiguous","clear_ex"
"587",28,10,72,52,67,58,19,"clear_ex","clear_in","ambiguous","clear_in"
"588",29,7,66,42,58,54,19,"clear_in","clear_ex","ambiguous","clear_in"
"589",30,1,97,64,91,44,19,"clear_in","ambiguous","clear_in","none"
"590",0,4,55,2,56,31,20,"clear_in","ambiguous","ambiguous","clear_in"
"591",1,29,40,6,73,27,20,"clear_ex","ambiguous","clear_in","clear_in"
"592",2,3,15,17,73,43,20,"ambiguous","ambiguous","clear_in","clear_ex"
"593",3,22,68,9,61,19,20,"clear_in","none","none","clear_ex"
"594",4,14,47,7,73,16,20,"clear_ex","ambiguous","clear_in","none"
"595",5,11,73,26,74,21,20,"none","clear_in","clear_in","clear_in"
"596",6,23,65,28,72,23,20,"clear_in","clear_in","none","clear_ex"
"597",7,28,69,14,68,16,20,"clear_in","clear_in","none","clear_in"
"598",8,2,62,37,78,33,20,"clear_in","none","ambiguous","none"
"599",9,6,86,28,92,34,20,"clear_in","clear_in","none","none"
"600",10,16,51,22,52,13,20,"ambiguous","clear_in","clear_ex","clear_in"
"601",11,18,62,22,78,25,20,"none","clear_ex","clear_in","clear_in"
"602",12,7,60,9,52,13,20,"ambiguous","none","clear_in","clear_ex"
"603",13,26,89,15,56,7,20,"clear_in","clear_in","clear_in","none"
"604",14,13,69,39,58,10,20,"none","ambiguous","clear_in","clear_ex"
"605",15,27,48,53,75,20,20,"none","clear_in","clear_ex","none"
"606",16,10,66,5,47,6,20,"none","clear_in","clear_ex","clear_in"
"607",17,30,55,66,85,18,20,"clear_in","clear_in","clear_ex","clear_ex"
"608",18,24,72,9,57,8,20,"none","none","clear_in","clear_in"
"609",19,8,61,12,51,5,20,"clear_in","clear_ex","ambiguous","clear_ex"
"610",20,20,68,14,55,26,20,"clear_in","none","clear_in","clear_ex"
"611",21,21,47,16,51,5,20,"clear_ex","clear_in","ambiguous","none"
"612",22,25,62,27,69,11,20,"none","none","clear_in","clear_ex"
"613",23,1,80,52,78,30,20,"clear_in","ambiguous","ambiguous","clear_ex"
"614",24,19,38,6,38,6,20,"clear_ex","clear_in","ambiguous","clear_ex"
"615",25,9,66,24,63,22,20,"clear_in","ambiguous","clear_ex","clear_in"
"616",26,15,83,14,89,19,20,"clear_in","clear_in","clear_in","clear_ex"
"617",27,12,76,26,60,23,20,"clear_in","clear_in","ambiguous","none"
"618",28,5,76,6,63,14,20,"none","clear_in","none","clear_ex"
"619",29,31,75,77,93,41,20,"ambiguous","ambiguous","clear_in","clear_in"
"620",30,17,87,47,82,23,20,"clear_in","clear_in","ambiguous","clear_ex"
"621",0,30,0,0,97,4,21,"clear_in","clear_ex","ambiguous","clear_ex"
"622",1,5,96,10,98,11,21,"none","clear_in","none","clear_in"
"623",2,23,56,71,50,66,21,"clear_ex","clear_in","ambiguous","clear_ex"
"624",3,8,95,41,93,4,21,"clear_in","clear_in","clear_in","clear_in"
"625",4,31,71,75,96,23,21,"clear_ex","clear_in","none","clear_in"
"626",5,10,12,19,17,21,21,"clear_in","none","ambiguous","clear_ex"
"627",6,2,97,33,100,15,21,"clear_in","clear_in","none","clear_in"
"628",7,17,94,39,36,41,21,"ambiguous","clear_in","clear_in","clear_in"
"629",8,18,80,52,43,25,21,"ambiguous","clear_in","ambiguous","clear_ex"
"630",9,25,56,58,34,41,21,"none","clear_in","ambiguous","clear_in"
"631",10,4,92,75,73,56,21,"clear_in","ambiguous","none","clear_ex"
"632",11,29,96,31,18,12,21,"clear_in","clear_in","none","none"
"633",12,7,60,31,46,44,21,"ambiguous","clear_in","ambiguous","none"
"634",13,9,39,22,21,15,21,"none","clear_ex","clear_in","none"
"635",14,22,74,60,53,60,21,"none","none","clear_in","clear_in"
"636",15,14,97,64,56,58,21,"clear_ex","clear_ex","clear_in","clear_in"
"637",16,12,78,70,48,48,21,"ambiguous","ambiguous","clear_in","clear_ex"
"638",17,13,91,87,91,8,21,"none","clear_in","none","none"
"639",18,11,97,40,24,20,21,"ambiguous","none","clear_in","clear_in"
"640",19,6,89,42,49,52,21,"ambiguous","clear_in","none","clear_in"
"641",20,24,93,61,49,35,21,"clear_ex","clear_in","ambiguous","clear_in"
"642",21,1,92,20,17,16,21,"none","clear_in","clear_in","clear_in"
"643",22,16,91,10,7,4,21,"none","clear_in","clear_ex","clear_in"
"644",23,3,59,13,12,12,21,"clear_ex","clear_in","clear_in","clear_ex"
"645",24,21,95,16,14,10,21,"clear_in","none","none","clear_in"
"646",25,27,92,19,98,11,21,"ambiguous","clear_in","clear_in","none"
"647",26,28,96,20,30,29,21,"clear_ex","none","clear_in","clear_in"
"648",27,20,73,10,10,5,21,"clear_in","clear_ex","none","none"
"649",28,26,59,18,20,26,21,"none","ambiguous","clear_in","none"
"650",29,19,96,3,10,12,21,"ambiguous","clear_in","clear_ex","none"
"651",30,15,98,9,94,14,21,"ambiguous","clear_in","clear_ex","clear_ex"
"652",0,1,85,21,90,70,22,"none","none","clear_in","none"
"653",1,8,62,10,71,5,22,"clear_in","clear_ex","clear_in","clear_in"
"654",2,14,25,70,77,67,22,"none","clear_in","clear_in","none"
"655",3,23,57,74,81,72,22,"clear_in","none","clear_ex","clear_in"
"656",4,27,95,99,97,93,22,"ambiguous","none","clear_in","none"
"657",5,13,93,88,99,93,22,"clear_in","clear_in","none","clear_ex"
"658",6,26,46,9,41,11,22,"ambiguous","ambiguous","clear_in","none"
"659",7,22,25,75,62,42,22,"ambiguous","clear_ex","clear_in","none"
"660",8,6,70,26,72,16,22,"clear_ex","clear_in","ambiguous","clear_ex"
"661",9,20,64,39,57,18,22,"none","clear_in","none","clear_in"
"662",10,30,68,62,78,62,22,"clear_in","ambiguous","clear_ex","clear_ex"
"663",11,2,8,14,75,23,22,"clear_in","clear_ex","none","none"
"664",12,4,66,18,47,21,22,"clear_in","clear_in","clear_ex","clear_ex"
"665",13,24,16,14,60,17,22,"clear_ex","clear_in","ambiguous","clear_in"
"666",14,28,67,25,66,21,22,"clear_in","clear_in","ambiguous","clear_in"
"667",15,29,73,59,92,39,22,"clear_in","clear_in","none","clear_in"
"668",16,19,16,27,33,8,22,"clear_ex","clear_in","clear_ex","clear_in"
"669",17,5,30,17,78,20,22,"clear_ex","ambiguous","clear_in","none"
"670",18,15,87,22,83,16,22,"ambiguous","clear_in","clear_in","clear_ex"
"671",19,9,63,24,36,15,22,"clear_in","ambiguous","ambiguous","none"
"672",20,11,18,21,19,6,22,"clear_ex","none","clear_in","clear_in"
"673",21,12,23,24,17,19,22,"clear_ex","clear_ex","clear_in","clear_in"
"674",22,18,17,14,55,17,22,"clear_ex","clear_in","ambiguous","none"
"675",23,25,52,80,94,71,22,"clear_ex","clear_in","none","none"
"676",24,17,81,81,92,68,22,"ambiguous","clear_in","ambiguous","clear_in"
"677",25,10,100,20,41,16,22,"clear_in","clear_in","clear_in","clear_in"
"678",26,3,16,22,41,12,22,"clear_in","clear_ex","clear_in","clear_ex"
"679",27,16,19,8,24,18,22,"clear_in","ambiguous","none","none"
"680",28,31,53,13,61,12,22,"clear_in","clear_ex","ambiguous","none"
"681",29,21,52,17,61,16,22,"clear_in","clear_in","ambiguous","clear_ex"
"682",30,7,76,55,80,22,22,"none","ambiguous","clear_in","clear_in"
"683",0,24,97,1,98,1,23,"clear_in","clear_in","clear_ex","clear_ex"
"684",1,15,51,0,98,38,23,"none","clear_in","none","clear_in"
"685",2,20,24,3,95,2,23,"clear_in","clear_ex","clear_in","none"
"686",3,27,87,42,100,15,23,"ambiguous","ambiguous","clear_in","none"
"687",4,6,85,13,91,4,23,"none","ambiguous","clear_in","clear_in"
"688",5,30,34,73,98,2,23,"none","clear_in","ambiguous","none"
"689",6,25,83,48,100,53,23,"clear_in","none","ambiguous","none"
"690",7,4,51,4,90,4,23,"clear_in","none","ambiguous","clear_in"
"691",8,11,99,14,98,10,23,"clear_in","clear_in","clear_in","clear_in"
"692",9,1,51,84,99,18,23,"clear_ex","none","clear_in","clear_in"
"693",10,22,57,60,98,4,23,"clear_ex","ambiguous","clear_in","none"
"694",11,7,98,14,98,4,23,"clear_in","clear_in","clear_in","none"
"695",12,21,98,66,98,12,23,"clear_in","ambiguous","clear_in","clear_in"
"696",13,23,52,30,99,20,23,"ambiguous","clear_in","ambiguous","clear_in"
"697",14,28,68,4,41,0,23,"clear_in","ambiguous","ambiguous","clear_ex"
"698",15,5,97,86,99,5,23,"none","clear_in","clear_in","none"
"699",16,12,46,64,100,10,23,"ambiguous","clear_in","clear_ex","clear_in"
"700",17,16,69,12,57,3,23,"clear_in","clear_in","clear_in","clear_ex"
"701",18,14,88,49,99,1,23,"clear_in","clear_in","ambiguous","clear_in"
"702",19,13,93,79,99,33,23,"clear_in","clear_ex","ambiguous","none"
"703",20,2,33,30,63,3,23,"ambiguous","none","clear_in","clear_in"
"704",21,31,68,79,100,24,23,"clear_ex","clear_in","none","none"
"705",22,18,90,16,98,2,23,"clear_ex","ambiguous","clear_in","clear_in"
"706",23,3,84,17,99,2,23,"none","clear_in","clear_ex","clear_in"
"707",24,26,19,0,43,0,23,"none","clear_in","none","clear_ex"
"708",25,17,43,1,34,1,23,"none","clear_in","clear_ex","none"
"709",26,10,98,2,39,2,23,"ambiguous","clear_in","none","clear_in"
"710",27,29,88,61,81,24,23,"clear_in","none","clear_in","clear_in"
"711",28,8,84,0,46,1,23,"clear_in","ambiguous","none","none"
"712",29,9,38,50,81,2,23,"ambiguous","clear_in","none","clear_ex"
"713",30,19,57,7,44,5,23,"clear_ex","clear_in","ambiguous","clear_in"
"714",0,2,68,10,90,14,24,"clear_in","clear_in","none","none"
"715",1,26,33,9,26,5,24,"clear_in","clear_ex","clear_in","clear_ex"
"716",2,5,52,12,85,51,24,"none","clear_in","clear_in","none"
"717",3,28,10,9,34,7,24,"none","clear_in","ambiguous","clear_in"
"718",4,14,60,12,74,19,24,"clear_in","ambiguous","none","clear_in"
"719",5,3,3,22,71,22,24,"clear_ex","none","clear_in","clear_in"
"720",6,9,12,18,64,21,24,"clear_ex","clear_in","clear_in","none"
"721",7,4,16,23,37,16,24,"ambiguous","clear_in","clear_in","clear_in"
"722",8,6,12,14,37,23,24,"clear_in","clear_ex","clear_in","clear_in"
"723",9,18,52,44,62,23,24,"clear_ex","clear_in","ambiguous","clear_in"
"724",10,24,91,33,76,24,24,"clear_in","ambiguous","clear_in","clear_ex"
"725",11,31,83,93,81,47,24,"clear_in","ambiguous","ambiguous","clear_in"
"726",12,29,83,52,80,36,24,"ambiguous","ambiguous","clear_in","clear_in"
"727",13,8,51,15,64,16,24,"none","none","clear_in","clear_ex"
"728",14,30,89,84,65,45,24,"clear_in","clear_in","ambiguous","none"
"729",15,15,26,23,74,24,24,"ambiguous","none","clear_in","clear_ex"
"730",16,22,21,36,21,23,24,"clear_in","none","clear_ex","clear_in"
"731",17,23,12,16,65,27,24,"clear_in","ambiguous","clear_ex","none"
"732",18,17,36,67,67,28,24,"ambiguous","none","clear_in","clear_in"
"733",19,21,69,44,76,23,24,"clear_in","none","ambiguous","none"
"734",20,1,99,75,99,69,24,"clear_in","clear_ex","none","none"
"735",21,27,36,54,63,57,24,"none","clear_ex","clear_in","none"
"736",22,7,15,56,39,42,24,"ambiguous","clear_ex","clear_in","none"
"737",23,10,17,42,45,51,24,"clear_in","clear_ex","ambiguous","clear_ex"
"738",24,20,48,40,24,19,24,"ambiguous","ambiguous","clear_in","none"
"739",25,12,94,57,79,45,24,"clear_in","clear_in","none","clear_in"
"740",26,19,42,33,67,32,24,"none","clear_in","clear_ex","none"
"741",27,11,98,63,79,26,24,"clear_in","clear_in","clear_ex","clear_ex"
